id,message,original,genre,event,split,target_label,clean_text,text_length,word_count
23234,"He accuses the authorities of unwarranted aggression, exemplified by the bulldozing of the group's sprawling Markaz mosque complex after the Maiduguri uprising, and the extrajudicial killing of Yusuf, for which no policeman has been convicted.",,news,,training,Critical Rescue,"he accuses the authorities of unwarranted aggression, exemplified by the bulldozing of the group's sprawling markaz mosque complex after the maiduguri uprising, and the extrajudicial killing of yusuf, for which no policeman has been convicted.",243,35
23235,"High winds have continued, causing power outages across the southern region.",,news,,training,Situational Awareness,"high winds have continued, causing power outages across the southern region.",76,11
23236,"The activities of the Task Force will be supported and strengthened through the new regional project ""Regional co-ordination and information management on strategies for early recovery of agriculture in coastal regions"" (US$800,000) which is funded through OCHA's unearmarked funds.",,news,,training,Irrelevant,"the activities of the task force will be supported and strengthened through the new regional project regional co-ordination and information management on strategies for early recovery of agriculture in coastal regions us 800,000 which is funded through ocha's unearmarked funds.",278,40
23237,"It was littered with debris, tree trunks, muddy clothes and household electric appliances.",,news,,training,Irrelevant,"it was littered with debris, tree trunks, muddy clothes and household electric appliances.",90,13
23240,"In the immediate term the state has requested that UNICEF support its efforts by supplying diesel generator sets to power water pumps, community water storage tanks, diesel-driven centrifugal pump sets, and related equipment.",,news,,training,Irrelevant,"in the immediate term the state has requested that unicef support its efforts by supplying diesel generator sets to power water pumps, community water storage tanks, diesel-driven centrifugal pump sets, and related equipment.",225,33
23241,Police baton-charged a group of Kosi flood victims and also fired into the air to take the unruly crowd into control after it stopped the police vehicle and started pelting stones at it.,,news,,training,Situational Awareness,police baton-charged a group of kosi flood victims and also fired into the air to take the unruly crowd into control after it stopped the police vehicle and started pelting stones at it.,186,33
23242,"The UN believes hundreds of thousands of children are forced to fight at gunpoint are by the likes of the Taliban in Afghanistan, notorious Congo warlord Bosco Ntaganda, the Shebab in Somalia, Ansar Dine in Mali and other terror groups and private armies around the world.",,news,,training,Irrelevant,"the un believes hundreds of thousands of children are forced to fight at gunpoint are by the likes of the taliban in afghanistan, notorious congo warlord bosco ntaganda, the shebab in somalia, ansar dine in mali and other terror groups and private armies around the world.",272,46
23243,IOM and the International Committee of the Red Cross (ICRC) are collaborating and cooperating closely to facilitate discharged displaced patients from ICRC health care facilities to more durable shelters and care.,,news,,training,Critical Rescue,iom and the international committee of the red cross icrc are collaborating and cooperating closely to facilitate discharged displaced patients from icrc health care facilities to more durable shelters and care.,211,31
23244,International attention to the ongoing plight of the people of Chechnya has faded ever since the massive bombardment by the Russian Army ended early in 2000.,,news,,training,Critical Rescue,international attention to the ongoing plight of the people of chechnya has faded ever since the massive bombardment by the russian army ended early in 2000.,157,26
23245,"Families fled with what little they could carry, some found shelter in makeshift structures, schools, churches and other public buildings while thousands were forced to sleep out in the open.",,news,,training,Critical Rescue,"families fled with what little they could carry, some found shelter in makeshift structures, schools, churches and other public buildings while thousands were forced to sleep out in the open.",191,30
23246,"Only last Tuesday, more than 45 people died in the same Maiduguri market when two other women suicide bombers detonated explosives hidden in their hijabs.",,news,,training,Critical Rescue,"only last tuesday, more than 45 people died in the same maiduguri market when two other women suicide bombers detonated explosives hidden in their hijabs.",154,25
23250,"As was the case in Aceh after the devastating tsunami struck a year earlier, primitively equipped rescue teams were struggling, often failing to reach survivors.",,news,,training,Critical Rescue,"as was the case in aceh after the devastating tsunami struck a year earlier, primitively equipped rescue teams were struggling, often failing to reach survivors.",161,25
23251,"An Indonesian navy vessel delivered donated rice, noodles, biscuits, some medicines and clothing to Sirombu.",,news,,training,Irrelevant,"an indonesian navy vessel delivered donated rice, noodles, biscuits, some medicines and clothing to sirombu.",108,15
23252,He explained that the drought caused numerous challenges among communities that largely depend on cattle farming for their livelihood.,,news,,training,Situational Awareness,he explained that the drought caused numerous challenges among communities that largely depend on cattle farming for their livelihood.,134,19
23253,"In America meanwhile, a Texas nurse who was the second US healthcare worker infected with Ebola while caring for a deceased Liberian patient left hospital after being declared cured of the virus.",,news,,training,Critical Rescue,"in america meanwhile, a texas nurse who was the second us healthcare worker infected with ebola while caring for a deceased liberian patient left hospital after being declared cured of the virus.",195,32
23254,Rumours are flying around the international aid community in Yangon that the evictions are occurring in state-run refugee centres across the delta.,,news,,training,Critical Rescue,rumours are flying around the international aid community in yangon that the evictions are occurring in state-run refugee centres across the delta.,147,22
23255,"Test results confirmed that about 105 residents of Wannei village, in Pingtung county, had contracted leptospirosis, a common disease after flooding, said county health chief Kang Chi-chieh.",,news,,training,Situational Awareness,"test results confirmed that about 105 residents of wannei village, in pingtung county, had contracted leptospirosis, a common disease after flooding, said county health chief kang chi-chieh.",190,27
23257,"Mali's central government in Bamako has previously used proxy militias, like the Ganda Koy, to contain Tuareg rebellions and insecurity in the largely ungoverned north.",,news,,training,Irrelevant,"mali's central government in bamako has previously used proxy militias, like the ganda koy, to contain tuareg rebellions and insecurity in the largely ungoverned north.",168,25
23260,- 6-wheel trucks with 6 ton capacity and 10-wheel trucks with 25 ton capacity,,news,,training,Irrelevant,- 6-wheel trucks with 6 ton capacity and 10-wheel trucks with 25 ton capacity,77,14
23261,"* Support for a journalist training and advocacy organization ($21,760).",,news,,training,Irrelevant,"support for a journalist training and advocacy organization 21,760 .",68,10
23262,"Toxic waste dumped off the shore of Cote D'Ivoire last August has polluted neighborhoods located near the water, causing health and environmental hazards.",,news,,training,Irrelevant,"toxic waste dumped off the shore of cote d'ivoire last august has polluted neighborhoods located near the water, causing health and environmental hazards.",154,23
23263,"In case of an ""aman"" crop (60 percent of Bangladesh's rice yield) failure due to floods in July-August means food insecurity intensifies in September-October until the ""boro"" crop (40 percent) can be harvested in November-December.",,news,,training,Situational Awareness,in case of an aman crop 60 percent of bangladesh's rice yield failure due to floods in july-august means food insecurity intensifies in september-october until the boro crop 40 percent can be harvested in november-december.,223,35
23265,"Algeria coordinated the movement on revitalization of the General Assembly and would work with the African Union ""C-10"" group on Security Council reform, which was vital to redress historical injustices suffered by the African continent.",,news,,training,Irrelevant,"algeria coordinated the movement on revitalization of the general assembly and would work with the african union c-10 group on security council reform, which was vital to redress historical injustices suffered by the african continent.",235,35
23267,"The office of the United Nations Development Programme in the Iranian capital, Tehran, closed on Thursday following protests by student demonstrators outside the building.",,news,,training,Irrelevant,"the office of the united nations development programme in the iranian capital, tehran, closed on thursday following protests by student demonstrators outside the building.",171,24
23270,"Due to the delays in obtaining clearance for the necessary cold chain logistics and vaccines for the immunisation component, the teams had to postpone their departure to the agreed project sites.",,news,,training,Situational Awareness,"due to the delays in obtaining clearance for the necessary cold chain logistics and vaccines for the immunisation component, the teams had to postpone their departure to the agreed project sites.",195,31
23271,"Poor local people, having lost their little mud-and-thatch homes, lined main roads, raising their hands in mute appeals for help whenever an aid vehicle approached.",,news,,training,Situational Awareness,"poor local people, having lost their little mud-and-thatch homes, lined main roads, raising their hands in mute appeals for help whenever an aid vehicle approached.",164,25
23272,"According to reports, the Alliance for Democracy - led by Chakufwa Chihana, the National Democratic Alliance (NDA) pressure group, and Chakuamba's Malawi Congress Party (MCP) - have been holding rallies together and hinting at plans to form an electoral pact in 2004, when the next general election is due.",,news,,training,Irrelevant,"according to reports, the alliance for democracy - led by chakufwa chihana, the national democratic alliance nda pressure group, and chakuamba's malawi congress party mcp - have been holding rallies together and hinting at plans to form an electoral pact in 2004, when the next general election is due.",302,49
23273,"SRINAGAR, India, Nov 8 (AFP) - A leading separatist leader, angered at the teargassing of earthquake survivors as they surged towards the Kashmir frontier, called Tuesday on India and Pakistan to ease travel restrictions on Kashmiris.",,news,,training,Critical Rescue,"srinagar, india, nov 8 afp - a leading separatist leader, angered at the teargassing of earthquake survivors as they surged towards the kashmir frontier, called tuesday on india and pakistan to ease travel restrictions on kashmiris.",232,36
23274,The prostate cancer vaccine (PROSTVAC) is Bavarian Nordic's leading targeted immunotherapy candidate.,,news,,training,Irrelevant,the prostate cancer vaccine prostvac is bavarian nordic's leading targeted immunotherapy candidate.,99,12
23275,"Sensitive to nationalist opinion and its long-running battle with armed separatists in Aceh, the Indonesian government has told foreign troops to leave by Mar. 26.",,news,,training,Irrelevant,"sensitive to nationalist opinion and its long-running battle with armed separatists in aceh, the indonesian government has told foreign troops to leave by mar. 26.",163,25
23276,"In southern districts where land is only centimetres higher than the brackish estuarine water, large swathes of agricultural land are becoming arid: Crop yields are shrinking as a result of increased salinity due to rising water levels in the Bay of Bengal.",,news,,training,Situational Awareness,"in southern districts where land is only centimetres higher than the brackish estuarine water, large swathes of agricultural land are becoming arid crop yields are shrinking as a result of increased salinity due to rising water levels in the bay of bengal.",256,42
23277,Ensuring long-term healthcare provision,,news,,training,Irrelevant,ensuring long-term healthcare provision,39,4
23280,"PWJ staff also discovered that the sea water has impregnated household freshwater wells, increasing salinity.",,news,,training,Situational Awareness,"pwj staff also discovered that the sea water has impregnated household freshwater wells, increasing salinity.",109,15
23281,The UN's humanitarian cargo and passenger helicopter operation in Pakistan is facing a severe funding shortfall and announced on Tuesday it would have to cease operations by March unless new funds were forthcoming.,,news,,training,Situational Awareness,the un's humanitarian cargo and passenger helicopter operation in pakistan is facing a severe funding shortfall and announced on tuesday it would have to cease operations by march unless new funds were forthcoming.,214,33
23282,Television footage showed thousands of desperate people trying to negotiate the raging waters by forming human chains as rescue helicopters clattered overhead.,,news,,training,Critical Rescue,television footage showed thousands of desperate people trying to negotiate the raging waters by forming human chains as rescue helicopters clattered overhead.,159,22
23283,"Speaking at the ceremony, General Kun Kim, chief advisor to Prime Minister Hun Sen, thanked the Vietnamese Government and people's invaluable assistance to Cambodia, especially their help for the Cambodian people to free from the Khmer Rouge's genocidal regime in the past and to safeguard peace and build the country at present.",,news,,training,Irrelevant,"speaking at the ceremony, general kun kim, chief advisor to prime minister hun sen, thanked the vietnamese government and people's invaluable assistance to cambodia, especially their help for the cambodian people to free from the khmer rouge's genocidal regime in the past and to safeguard peace and build the country at present.",329,52
23284,"In Mirgunj, about 8 kms from Madhipura, at least 20 people drowned including a havildar as a rescue boat capsized due to uncontrolled crowd and over loading.",,news,,training,Critical Rescue,"in mirgunj, about 8 kms from madhipura, at least 20 people drowned including a havildar as a rescue boat capsized due to uncontrolled crowd and over loading.",157,27
23285,Women in this village are involved in preparing feed for poultry farms from waste material that is a byproduct of fishing.,,news,,training,Irrelevant,women in this village are involved in preparing feed for poultry farms from waste material that is a byproduct of fishing.,122,21
23286,"Kenya's militarily intervened in Somalia against al-Shabaab on October 16, 2011, and Kenyan authorities have repeatedly referred to the areas where they are deployed along the Kenya-Somali border as ""newly liberated.""",,news,,training,Critical Rescue,"kenya's militarily intervened in somalia against al-shabaab on october 16, 2011, and kenyan authorities have repeatedly referred to the areas where they are deployed along the kenya-somali border as newly liberated.",215,31
23287,"Over 300 tonnes of maize, sorghum, cowpea and sesame seeds and nearly 800 tonnes of fertilizer were distributed, as well as 30,000 shovels, 30,000 hoes and 30,000 rakes, to over 95,000 people in ten provinces.",,news,,training,Irrelevant,"over 300 tonnes of maize, sorghum, cowpea and sesame seeds and nearly 800 tonnes of fertilizer were distributed, as well as 30,000 shovels, 30,000 hoes and 30,000 rakes, to over 95,000 people in ten provinces.",209,35
23290,"The army, under fire earlier in the week for what many quake victims complained was a slow response to the disaster, has been airdropping supplies to villages cut off from help in remote valleys in the Himalayan foothills.",,news,,training,Situational Awareness,"the army, under fire earlier in the week for what many quake victims complained was a slow response to the disaster, has been airdropping supplies to villages cut off from help in remote valleys in the himalayan foothills.",222,38
23291,"Bulk food contributions to the country's 'Emergency Relief Needs' from international organizations, bi-lateral donors and NGOs are, for the most part, channelled through the DPPC with the funding organization playing a monitoring role.",,news,,training,Irrelevant,"bulk food contributions to the country's 'emergency relief needs' from international organizations, bi-lateral donors and ngos are, for the most part, channelled through the dppc with the funding organization playing a monitoring role.",235,33
23292,"Heilongjiang, home to large swathes of fertile land, is one of the country's major grain producers.",,news,,training,Irrelevant,"heilongjiang, home to large swathes of fertile land, is one of the country's major grain producers.",99,16
23293,"It had among the most open and fair electoral systems in the region, with nationwide electronic voting and biometric voter registration.",,news,,training,Irrelevant,"it had among the most open and fair electoral systems in the region, with nationwide electronic voting and biometric voter registration.",136,21
23294,"In the last three years we have seen a major escalation in fighting in the FATA, plus two major natural disasters.",,news,,training,Situational Awareness,"in the last three years we have seen a major escalation in fighting in the fata, plus two major natural disasters.",114,21
23295,"For several years, tests of water taken from the Amur riverbed have shown increases in the presence of hydrocarbons, pesticides, including DDT, mercury, heavy metals, phosphorous and other toxic substances, he said.",,news,,training,Irrelevant,"for several years, tests of water taken from the amur riverbed have shown increases in the presence of hydrocarbons, pesticides, including ddt, mercury, heavy metals, phosphorous and other toxic substances, he said.",215,32
23296,"Operating from a base camp established at Bandar Lampung airport, the two Air Tractor 802 planes started flying bombing sorties over the fires late this afternoon.",,news,,training,Volunteering and Donations,"operating from a base camp established at bandar lampung airport, the two air tractor 802 planes started flying bombing sorties over the fires late this afternoon.",163,26
23297,"- Maiduguri hit - With Boko Haram squeezed out of captured territory, security analysts have predicted a rise in bomb attacks in towns and cities, including to disrupt elections in three weeks' time.",,news,,training,Irrelevant,"- maiduguri hit - with boko haram squeezed out of captured territory, security analysts have predicted a rise in bomb attacks in towns and cities, including to disrupt elections in three weeks' time.",199,33
23300,"The bulletin said that regional maize production is estimated to have increased by 14 percent to 19.48 million mt from the 1998/99 harvest of 17.15 million mt - attributed to significantly increased output in South Africa, Zambia, Zimbabwe, Botswana and Namibia.",,news,,training,Irrelevant,"the bulletin said that regional maize production is estimated to have increased by 14 percent to 19.48 million mt from the 1998 99 harvest of 17.15 million mt - attributed to significantly increased output in south africa, zambia, zimbabwe, botswana and namibia.",262,42
23301,"The Ministers agreed to enhance cooperation on translation and digitization of heritage, illicit trafficking of antiquities and cultural property, protection of World Heritage, and to support the full implementation of the relevant UNESCO conventions.",,news,,training,Irrelevant,"the ministers agreed to enhance cooperation on translation and digitization of heritage, illicit trafficking of antiquities and cultural property, protection of world heritage, and to support the full implementation of the relevant unesco conventions.",251,34
23303,The most annoying matter was waiting for custom clearance without which one could not depart from the restricted area.,,news,,training,Irrelevant,the most annoying matter was waiting for custom clearance without which one could not depart from the restricted area.,118,19
23305,"They will include basic cooking supplies, plates, cups, utensils, water storage containers, and wash basins.Power and Energy Minister Karu Jayasuriya said the government had decided Wednesday to commission a 300-megawatt coal power plant to reduce dependency on hydro-electricity.",,news,,training,Irrelevant,"they will include basic cooking supplies, plates, cups, utensils, water storage containers, and wash basins.power and energy minister karu jayasuriya said the government had decided wednesday to commission a 300-megawatt coal power plant to reduce dependency on hydro-electricity.",280,38
23307,"These shipments will include antibiotic, anti-malarial, anti fungal and antiviral drugs as well as pain relievers, muscle relaxants and medicines to treat diarrhea and urinary tract infections.",,news,,training,Irrelevant,"these shipments will include antibiotic, anti-malarial, anti fungal and antiviral drugs as well as pain relievers, muscle relaxants and medicines to treat diarrhea and urinary tract infections.",193,27
23310,"During the last six years, USAID has supported RSA to gain international search and rescue training and the ability to train others in life-saving procedures following crises such as earthquakes, floods, trench rescue, swift water rescue, aircraft accident body recovery and numerous other skills.",,news,,training,Critical Rescue,"during the last six years, usaid has supported rsa to gain international search and rescue training and the ability to train others in life-saving procedures following crises such as earthquakes, floods, trench rescue, swift water rescue, aircraft accident body recovery and numerous other skills.",297,44
23311,"On 4 Apr 05, the Chinooks ferried a 13-member Royal Australian Navy (RAN) flying safety investigation team from Sibolga to the RAN Sea King helicopter crash site.",,news,,training,Irrelevant,"on 4 apr 05, the chinooks ferried a 13-member royal australian navy ran flying safety investigation team from sibolga to the ran sea king helicopter crash site.",160,27
23312,"The rebels, who earlier this year aligned themselves to the Islamic State group which controls swathes of territory in Syria and Iraq, have increasingly reverted to guerrilla-style urban warfare tactics.",,news,,training,Irrelevant,"the rebels, who earlier this year aligned themselves to the islamic state group which controls swathes of territory in syria and iraq, have increasingly reverted to guerrilla-style urban warfare tactics.",203,30
23313,"JOHANNESBURG, 6 August 2012 (IRIN) - As global grain prices begin to climb, the Sahel countries of West Africa, those in the Horn, and in central and southern Africa - many of which depend mainly on imported cereals to feed their people - are most exposed to the impact of more expensive food, said the UN Food and Agriculture Organization (FAO).",,news,,training,Irrelevant,"johannesburg, 6 august 2012 irin - as global grain prices begin to climb, the sahel countries of west africa, those in the horn, and in central and southern africa - many of which depend mainly on imported cereals to feed their people - are most exposed to the impact of more expensive food, said the un food and agriculture organization fao .",343,62
23314,A radio communication system has been established and solar power systems installed.,,news,,training,Resource Requests,a radio communication system has been established and solar power systems installed.,84,12
23315,On the 18th the team treated a small child that was seriously dehydrated due to chronic diarrhea.,,news,,training,Irrelevant,on the 18th the team treated a small child that was seriously dehydrated due to chronic diarrhea.,97,17
23316,"The idea of involving women and others at the community level in countering radicalization is finally winning support from a wide range of officials as well as political and military leaders, said Edit Schlaffer, founder and executive director of Women Without Borders.",,news,,training,Irrelevant,"the idea of involving women and others at the community level in countering radicalization is finally winning support from a wide range of officials as well as political and military leaders, said edit schlaffer, founder and executive director of women without borders.",269,42
23317,The news came just a day after Wen visited the family of three electricians who died on Saturday when cleaning the ice from a transmission tower.,,news,,training,Irrelevant,the news came just a day after wen visited the family of three electricians who died on saturday when cleaning the ice from a transmission tower.,145,26
23320,"CIDA will also support a project to fortify wheat flour with iron, zinc and other minerals and vitamins in order to decrease micronutrient malnutrition, especially among women and children.",,news,,training,Irrelevant,"cida will also support a project to fortify wheat flour with iron, zinc and other minerals and vitamins in order to decrease micronutrient malnutrition, especially among women and children.",189,29
23321,Downed power lines and electricity towers have left several parts of northern Mozambique without power.,,news,,training,Irrelevant,downed power lines and electricity towers have left several parts of northern mozambique without power.,103,15
23322,"In addition to safe drinking water, survivors need assistance with house reconstruction, a teacher for the village school, job opportunities, boats for fishermen and a proper drainage system.",,news,,training,Resource Requests,"in addition to safe drinking water, survivors need assistance with house reconstruction, a teacher for the village school, job opportunities, boats for fishermen and a proper drainage system.",191,28
23323,The most immediate health objective is the emergency treatment of thousands of injured that cannot be treated on time or not be reached and securing sources of sustainable sources of clean drinking water.,,news,,training,Resource Requests,the most immediate health objective is the emergency treatment of thousands of injured that cannot be treated on time or not be reached and securing sources of sustainable sources of clean drinking water.,204,33
23324,"This ideology, which resulted from ""uninformed outsiders"" linking up with ""pseudo-ideologists"", was not aligned with the people's real interests.",,news,,training,Irrelevant,"this ideology, which resulted from uninformed outsiders linking up with pseudo-ideologists , was not aligned with the people's real interests.",142,20
23325,"China's representative said CERF had been a major achievement in reform of United Nations humanitarian assistance, but its resources amounted to only 5 per cent of the total amount the United Nations planned to raise through the consolidated appeals process; the Fund could not replace the consolidated appeals.",,news,,training,Irrelevant,"china's representative said cerf had been a major achievement in reform of united nations humanitarian assistance, but its resources amounted to only 5 per cent of the total amount the united nations planned to raise through the consolidated appeals process the fund could not replace the consolidated appeals.",310,48
23327,U.S. military airfield specialists are standing by for the OK to help the Burmese manage the supplies that are flowing in.,,news,,training,Irrelevant,u.s. military airfield specialists are standing by for the ok to help the burmese manage the supplies that are flowing in.,122,21
23330,"The aim of the malaria component of the project is to get at least two insecticide treated nets in households in more than 80 health zones in the country, as well as enable people access to effective and prompt anti-malarial treatment.",,news,,training,Irrelevant,"the aim of the malaria component of the project is to get at least two insecticide treated nets in households in more than 80 health zones in the country, as well as enable people access to effective and prompt anti-malarial treatment.",235,41
23331,"Nevertheless, inter factional fighting is going on around Kunduz.",,news,,training,Irrelevant,"nevertheless, inter factional fighting is going on around kunduz.",65,9
23333,"It means that we are going to free the territory with our army and then weed out these evildoers once and for all,"" he declared.",,news,,training,Irrelevant,"it means that we are going to free the territory with our army and then weed out these evildoers once and for all, he declared.",127,25
23334,The fortified maize meal will be distributed to WFP beneficiaries in Bie Province as a pellagra prevention measure.,,news,,training,Irrelevant,the fortified maize meal will be distributed to wfp beneficiaries in bie province as a pellagra prevention measure.,115,18
23335,"Last year, following the October 8 quake, over 260,000 people left the ruins of their homes in devastated towns and remote mountain villages to spend the winter in some 700 crowded tent villages.",,news,,training,Volunteering and Donations,"last year, following the october 8 quake, over 260,000 people left the ruins of their homes in devastated towns and remote mountain villages to spend the winter in some 700 crowded tent villages.",195,33
23336,"Putin has been criticised in the past, notably during the Kursk submarine disaster that claimed 118 lives in August 2000, for a sometimes remote and sluggish response to catastrophes.",,news,,training,Critical Rescue,"putin has been criticised in the past, notably during the kursk submarine disaster that claimed 118 lives in august 2000, for a sometimes remote and sluggish response to catastrophes.",183,29
23337,"This leaves a deficit of 1.47 million tonnes, of which 1.37 million tonnes need to be covered by food aid and concessional imports.",,news,,training,Irrelevant,"this leaves a deficit of 1.47 million tonnes, of which 1.37 million tonnes need to be covered by food aid and concessional imports.",131,23
23340,The USA Marine helicopters delivered 750-gallons of bottled water from the USA shipment to the Barisal logistic centre.,,news,,training,Situational Awareness,the usa marine helicopters delivered 750-gallons of bottled water from the usa shipment to the barisal logistic centre.,119,18
23341,"If enacted, the bill would oust Talisman Inc of Canada, China's PetroChina, and other firms from the New York Stock Exchange; American companies are already barred from trading with or investing in Sudan by presidential executive orders.",,news,,training,Irrelevant,"if enacted, the bill would oust talisman inc of canada, china's petrochina, and other firms from the new york stock exchange american companies are already barred from trading with or investing in sudan by presidential executive orders.",236,37
23342,The ship is operated by 64 Navy civilian mariners.,,news,,training,Irrelevant,the ship is operated by 64 navy civilian mariners.,50,9
23343,"He outlined a series of steps must be taken to redress the balance: Malawi must enforce a living wage, reserve open public tenders to companies paying it, allow workers to bargain collectively in all sectors, sign up to the Extractive Industries Transparency Initiative (EITI), and work coherently across Government to negotiate fair taxation arrangements for investors.",,news,,training,Irrelevant,"he outlined a series of steps must be taken to redress the balance malawi must enforce a living wage, reserve open public tenders to companies paying it, allow workers to bargain collectively in all sectors, sign up to the extractive industries transparency initiative eiti , and work coherently across government to negotiate fair taxation arrangements for investors.",368,57
23344,"Boko Haram mainly targets civilians, police and government officials, although the volatile security situation has made it almost impossible for many non-governmental organisations to operate securely in Northeast Nigeria, without becoming targets.",,news,,training,Irrelevant,"boko haram mainly targets civilians, police and government officials, although the volatile security situation has made it almost impossible for many non-governmental organisations to operate securely in northeast nigeria, without becoming targets.",248,32
23345,These funds are being used to procure urgently needed rice and essential relief items.,,news,,training,Irrelevant,these funds are being used to procure urgently needed rice and essential relief items.,86,14
23346,Treatment continues for cases of impetigo and scabies as they are found.,,news,,training,Irrelevant,treatment continues for cases of impetigo and scabies as they are found.,72,12
23347,"So far, more than 50 women have undergone the surgery -- called recanalisation -- to reconnect their fallopian tubes and reverse sterilisations carried out under a state-sponsored family planning programme aimed at controlling India's runaway population growth.",,news,,training,Irrelevant,"so far, more than 50 women have undergone the surgery -- called recanalisation -- to reconnect their fallopian tubes and reverse sterilisations carried out under a state-sponsored family planning programme aimed at controlling india's runaway population growth.",261,37
23350,"A WHO nutrition expert is conducting a more in-depth assessment on the situation, so as to identify more comprehensive approaches to improve the nutrition deficiency problems affecting the population.",,news,,training,Irrelevant,"a who nutrition expert is conducting a more in-depth assessment on the situation, so as to identify more comprehensive approaches to improve the nutrition deficiency problems affecting the population.",200,29
23351,"That balloting was a celebration of the democracy Brazil achieved almost 30 years ago, after two decades of dictatorial rule.",,news,,training,Irrelevant,"that balloting was a celebration of the democracy brazil achieved almost 30 years ago, after two decades of dictatorial rule.",125,20
23352,"In Indonesia, UNEP now aims to work with Government to encourage and promote better environmental practices and planning in the affected districts.""",,news,,training,Situational Awareness,"in indonesia, unep now aims to work with government to encourage and promote better environmental practices and planning in the affected districts.",147,22
23353,"The main highway connecting the northern and southern parts of the country is severely damaged, and general infrastructure is in ruins.",,news,,training,Irrelevant,"the main highway connecting the northern and southern parts of the country is severely damaged, and general infrastructure is in ruins.",135,21
23354,"This is because the illness might progress rapidly, and complications from secondary bacterial infections, including pneumonia, could occur.",,news,,training,Irrelevant,"this is because the illness might progress rapidly, and complications from secondary bacterial infections, including pneumonia, could occur.",140,18
23355,"Eleven Toyota pick-ups and two Land Cruisers have been shipped out, along with collapsible warehouses, water storage tanks, motorcycles, and 14 tons of fortified biscuits.",,news,,training,Irrelevant,"eleven toyota pick-ups and two land cruisers have been shipped out, along with collapsible warehouses, water storage tanks, motorcycles, and 14 tons of fortified biscuits.",171,25
23356,"Sudan's health ministry is distributing chlorine to sterilise water, repairing latrines and spraying insecticides to try to stop the spread of cholera and malaria after the worst floods in living memory.",,news,,training,Situational Awareness,"sudan's health ministry is distributing chlorine to sterilise water, repairing latrines and spraying insecticides to try to stop the spread of cholera and malaria after the worst floods in living memory.",203,31
23357,Troops and local hunters from Damboa pursued the fleeing attackers into the bush and a gunfight erupted,,news,,training,Irrelevant,troops and local hunters from damboa pursued the fleeing attackers into the bush and a gunfight erupted,103,17
23360,"He's even become an informal food distribution center for LWF, using his factory premises as temporary warehousing.",,news,,training,Irrelevant,"he's even become an informal food distribution center for lwf, using his factory premises as temporary warehousing.",115,17
23361,"Meanwhile, WFP sent a trainload of 266 tons of food (maize, beans, cooking oil, sugar and salt) and fuel from Beira to Chicualacuala, Massagena and Mabalane Districts (Gaza Province).",,news,,training,Irrelevant,"meanwhile, wfp sent a trainload of 266 tons of food maize, beans, cooking oil, sugar and salt and fuel from beira to chicualacuala, massagena and mabalane districts gaza province .",180,30
23362,"It seems that the Taliban are forced to announce a ceasefire because of the recent targeted strikes on their hideouts, Gul told AFP.",,news,,training,Irrelevant,"it seems that the taliban are forced to announce a ceasefire because of the recent targeted strikes on their hideouts, gul told afp.",132,23
23363,"So, what can the Red Cross do when faced with what is looking more and more like a structural problem in a country that is going through a very painful transition from a socialist economy to a market economy and is growing poorer every year?",,news,,training,Irrelevant,"so, what can the red cross do when faced with what is looking more and more like a structural problem in a country that is going through a very painful transition from a socialist economy to a market economy and is growing poorer every year?",241,45
23364,PAKISTAN: Women hail landmark ruling,,news,,training,Irrelevant,pakistan women hail landmark ruling,35,5
23366,"During his visit he conducted a half day workshop to refresh the understanding and compliance of the Society's Finance and Tendering Committee with the new Federation minimum standards in tendering and procurement processes, which improved the internal tendering system by strengthening the need to get food quality certificates, contracts with suppliers, and waybill systems properly in place.",,news,,training,Irrelevant,"during his visit he conducted a half day workshop to refresh the understanding and compliance of the society's finance and tendering committee with the new federation minimum standards in tendering and procurement processes, which improved the internal tendering system by strengthening the need to get food quality certificates, contracts with suppliers, and waybill systems properly in place.",394,57
23367,"Instead all are coming with chronic diseases of the urinary and digestive systems, tuberculosis and problems due to malnourishment,"" Captain Junaid Ahmed, an army medic working in the camp, told IRIN in Barshore.",,news,,training,Irrelevant,"instead all are coming with chronic diseases of the urinary and digestive systems, tuberculosis and problems due to malnourishment, captain junaid ahmed, an army medic working in the camp, told irin in barshore.",211,33
23370,Most of the evacuees live in rented houses in Medan and other areas in the province and find it difficult to pay their rent.,,news,,training,Critical Rescue,most of the evacuees live in rented houses in medan and other areas in the province and find it difficult to pay their rent.,124,24
23371,"Although down from its peak, violence persists in Darfur nine years after SLA and other ethnic minority rebels rose against the Arab-dominated Khartoum government, which they want to overthrow.",,news,,training,Irrelevant,"although down from its peak, violence persists in darfur nine years after sla and other ethnic minority rebels rose against the arab-dominated khartoum government, which they want to overthrow.",193,29
23372,Gavi's innovative financing methods are also distinctive.,,news,,training,Irrelevant,gavi's innovative financing methods are also distinctive.,57,7
23373,"Surveillance officials have found that of the four known dengue viral strains on the island, two and three have been observed to be highly active during an epidemic, causing dengue haemorrhagic fever and dengue shock syndrome.",,news,,training,Irrelevant,"surveillance officials have found that of the four known dengue viral strains on the island, two and three have been observed to be highly active during an epidemic, causing dengue haemorrhagic fever and dengue shock syndrome.",226,36
23374,"assorted vegetable seed regionally this week, which it will airlift to",,news,,training,Irrelevant,"assorted vegetable seed regionally this week, which it will airlift to",70,11
