clean_text,target_label,split,is_synthetic
NEED HELP! baby food & diapers for 50+ children in flood hit orissa pls share your resources @Oxfam @UNICEF,Resource Requests,train,True
can anyone pls bring medical aid 2 our town of nalgonda in telangana ASAP we have 20+ patients in urgent need of help,Resource Requests,train,True
NEED RESCUE! my father is stuck in the rubble of his house in nepal earthquake we need help 2 locate him ASAP #NepalEarthquake @NDRF,Resource Requests,train,True
can someone pls help deliver food & water 2 our shelter at madrasa road in mumbai? 50+ ppl r waiting #MumbaiFloods @UNICEF,Resource Requests,train,True
URGENT! group of 20 ppl stuck in delhi slum of kucha mahajani need shelter & food plz share any resources you have,Resource Requests,train,True
NEED TRANSPORT! our family of 4 got stuck in flooded streets of goa pls help us get back home #GoaFloods @NDRF,Resource Requests,train,True
NEED URGENT HELP! grandma with dialysis needs emergency power backup in our flat at sector 7 in dwarka delhi pls help @NDRF @RedCross,Resource Requests,train,True
"WE NEED WATER ASAP! 50 ppl stuck in Karol Bagh, Delhi, with kids & elderly. Plz donate @RedCross #DelhiFloods #wateraid",Resource Requests,train,True
"Help! group of 12 need food & shelter 4 nxt 48hrs in #KeralaFloods affected area, Idukki dist, near Munnar. @NDRF pls assist",Resource Requests,train,True
"PLEASE HELP! woman gave birth in flooded home in #HoustonFloods. Baby & mom need medical aid NOW! 1432 Oak Dr, need ambul @RedCross #MedAidHouston",Resource Requests,train,True
"Need rescue team 4 17yo boy stuck in floodwaters in #BangladeshFloods, village of Rampal, by the Sundarbans. @Navy @BGB @UNICEF #RescueBangladesh",Resource Requests,train,True
"Group of 70 elderly ppl stranded in #TokyoFloods, neighborhood of Shibuya, near Shibuya 109. Need food, water & shelter ASAP. @JapanGov #TokyoFloods",Resource Requests,train,True
"URGENT! 35 families in #SydneyFloods, suburbs of Northern Beaches, need transport to safety. Plz donate @NSWSES #SydneyFloods",Resource Requests,train,True
"Need medical supplies 4 flood-hit hospital in #PakistanFloods, city of Sukkur. Doctors need antibiotics & wound care. @UNICEF @WHO #PakistanFloods",Resource Requests,train,True
"PLEASE DONATE! couple with 2yo child stuck in #FijiFloods, near Suva, need shelter & food 4 nxt 30 days. @RedCross @UNICEF #FijiFloods",Resource Requests,train,True
"Need baby supplies 4 20 newborns in #MozambiqueFloods, hospital in Beira. Diapers, formula & baby food needed ASAP. @UNICEF @WHO #MozambiqueFloods",Resource Requests,train,True
"URGENT! group of 25 ppl trapped in #IndiaFloods, village of Srinagar, by Jhelum River. Need rescue team & medical aid NOW! @NDRF @Army #IndiaFloods",Resource Requests,train,True
PLEASE HELP 12 ppl stranded at chembra hills wayanad need rescue ASAP contact nandu 9744411111 keralafloods,Resource Requests,train,True
group of 12 need food & water @KeralaFoodBank pls send supplies to edathwa helipad keralafloods,Resource Requests,train,True
URGENT need oxygen for 5yr old at munnar need transport to medical mission hospital thiruvalla contact anu 9895333333 keralafloods,Resource Requests,train,True
just got word that entire family @punalur lost power need generators ASAP contact @NDRF nadrhelpline #keralafloods,Resource Requests,train,True
PLEASE SHARE we have group of 10 ppl stuck in trivandrum need transport to chennai contact jay 9876543210 #keralafloods,Resource Requests,train,True
need medical aid 4yr old child needs insulin at edathwa need doctor ASAP contact @redcross #keralafloods,Resource Requests,train,True
plz DM us @NDRF ppl stuck at kovalam need life jackets contact nisha 9444444444 #keralafloods,Resource Requests,train,True
just got info that entire village @vadakara needs shelter please send tents ASAP contact @KeralaSocialWelfare #keralafloods,Resource Requests,train,True
baby supplies ppl at trivandrum pls send diapers baby food ASAP contact @RedCross 9444444444 #keralafloods,Resource Requests,train,True
anyone in trivandrum @NDRF pls send 2 generators ASAP to edathwa contact jeeva 9899999999 #keralafloods,Resource Requests,train,True
URGENT NEED HELP 10 FAMILIES @KeralaFloods @RedCross water bottles pls #KeralaFloodRelief,Resource Requests,train,True
group of 12 need food supplies delivered ASAP @NDRF #HurricaneAid,Resource Requests,train,True
PLEASE HELP 300 ppl in Chembra colony need medical aid ASAP @WHO #MalaysiaFlood,Resource Requests,train,True
looking 4 transport 2 get 50 seniors 2 safety in Ernakulam pls @AmbulanceService #FloodRescue,Resource Requests,train,True
URGENT need volunteers @RedCross 2 help w/ rescue operations @NDRF #RescueOps,Resource Requests,train,True
its been 72 hrs & still no power in our area @PESCLtd #PowerOutage,Resource Requests,train,True
need diaper supplies 4 50 babies in #NepalQuake relief camps @UNICEF #BabyRelief,Resource Requests,train,True
pls send team 2 help us rescue 15 ppl trapped in #HoustonFlood basement @SARteam #RescueTeam,Resource Requests,train,True
we r short on baby formula & pediatric med @NDRF pls help ASAP #BabyNeedsHelp,Resource Requests,train,True
send 2 help us provide shelter 4 150 homeless families in #SydneyFlood @UNHCR #ShelterRelief,Resource Requests,train,True
PLEASE HELP WE NEED MEDICAL SUPPLIES 4 50 PPL IN EAST LAGOS LAGOSSTATE NIGERIA ASAP #LagosFloods @RedCross,Resource Requests,train,True
GROUP OF 12 NEED EMERGENCY SHELTER AT 145 BAY STREET NEW ORLEANS LOUISIANA PLEASE DM US @NDRF,Resource Requests,train,True
WE R IN NEED OF BABY SUPPLIES ESPECIALLY FORMULA & NAPPIES @ 2345 MAIN ST BROOKLYN NY PLS HELP #HurricaneHelp,Resource Requests,train,True
URGENT NEED 4 20 LTR WATER CAN 1200 LITRES OF WATER PLZ ARRANGE @ 456 JALAN SUNGEI ROAD SINGAPORE #SingaporeFloods,Resource Requests,train,True
KIND STRANGERS PLS HELP ME GET MEDICAL AID 4 MY MOTHER 60 YRS OLD WITH DIABETES @ 78 BROADWAY MANHATTAN NY,Resource Requests,train,True
PLEASE SHARE WE NEED TRANSPORTATION 2 RESCUE 10 CHILDREN @ 123 PINE STREET SAN FRANCISCO CA #CaliforniaWildfires,Resource Requests,train,True
WE NEED POWER GENERATORS ASAP @ 3456 LAKE DRIVE ATLANTA GEORGIA PLS HELP #HurricaneHelp,Resource Requests,train,True
PLEASE CONTACT US WE NEED FOOD SUPPLIES 4 50 PPL IN EAST WINDSOR CT @ 6789 MAIN STREET,Resource Requests,train,True
WE R A TEAM OF VOLUNTEERS NEEDING SHELTER @ 9012 MARKET STREET LOS ANGELES CA PLZ HELP US,Resource Requests,train,True
PLEASE DONT FORGET US WE R 15 DAYS WITHOUT POWER @ 3456 OCEAN DRIVE MIAMI FLORIDA PLS RESTORE POWER,Resource Requests,train,True
PLEASE HELP @RedCross get to 45 people trapped in my apt building on 14th st. NEED WATER & FOOD ASAP! #HurricaneHelp,Resource Requests,train,True
group of 12 need medical aid on el camino real in monterey urgent need for doctor & nurses pls #CaliforniaFires,Resource Requests,train,True
@NDMA WE NEED POWER on our entire neighborhood in delhi urgent pls send teams 400 families without electricity #PowerOutage,Resource Requests,train,True
WE FOUND 10 FAMILIES w/ no shelter in miami's wynwood neighborhood pls send tents & blankets ASAP #HurricaneRelief,Resource Requests,train,True
HELP US @RedCross pls we're stuck in our car on highway 101 in san francisco with 8 people incl 3 kids #CaliforniaFloods,Resource Requests,train,True
NEED RESCUE @CoastGuard WE R ON THE 5TH FLOOR OF OUR HIGHRISE BUILDING IN NEW ORLEANS pls send a boat #HurricaneMaria,Resource Requests,train,True
@Oxfam WE HAVE 50 PEOPLE IN SHANTYTOWN IN GOA WHO NEED FOOD & WATER pls send supplies ASAP incl baby milk & diapers #KeralaFloods,Resource Requests,train,True
EMERGENCY CALL @NDRF WE HAVE 200 PEOPLE IN OUR VILLAGE IN UTTAR PRADESH WHO NEED MEDICAL HELP pls send ambulances #UttarPraadeshFlood,Resource Requests,train,True
WE R ORGANIZING A RELIEF EFFORT ON MAIN ST IN CHICAGO WE NEED DONATIONS OF CLOTHING & TOYS FOR 500 REFUGEES pls #ChicagoTornado,Resource Requests,train,True
CALLING OUT TO @UNICEF pls we need 100 portacribs & 2000 diapers for babies in our evacuation center in los feliz #CaliforniaWildfires,Resource Requests,train,True
"PLEASE HELP!! 12 ppl stranded in Kalamassery, Ernakulam, Kerala, need medical aid ASAP! #KeralaFloods @RedCross @NDRF",Resource Requests,train,True
"group of 12 need food, water & baby supplies in Trivandrum, Kerala. pls DM us for location. kids ages 2 & 4, one with medical condition. #keralafloods",Resource Requests,train,True
"@NDMA we r in urgent need of generator in Kottayam, Kerala. 50 families r affected by power cut. pls send help! #KeralaFloods",Resource Requests,train,True
"KOTTAYAM, KERALA: 50 ppl stuck on highway due to landslide. need transport 2 safety zone ASAP. pls send help! @NDRF @RedCross",Resource Requests,train,True
"we need URGENT help in Pathanamthitta, Kerala. 7 families r staying together, lost homes & livelihoods. pls send medical aid & food. #keralafloods",Resource Requests,train,True
KARNATAKA: our neighborhood in Kolar needs water supply ASAP! we r out of stock. pls help! #KarnatakaFloods,Resource Requests,train,True
"@IndianGovt we r in dire need of shelter in Wayanad, Kerala. 25 families r homeless after landslide. pls send help! #keralafloods",Resource Requests,train,True
PLEASE HELP ME GET TO MY CHILD! mom & 3yr old stuck in waterlogged area in Chennai. need rescue 2 safety zone ASAP. #ChennaiFloods,Resource Requests,train,True
"Kerala in desperate need of shelter materials in Kannur. pls send tarps, blankets & food to affected areas. #keralafloods",Resource Requests,train,True
EMERGENCY ALERT! 10 ppl stuck in floodwaters in Coimbatore. need rescue 2 safety zone ASAP! pls send help! #TamilNaduFloods,Resource Requests,train,True
PLEASE any1 w/ a drone in #HurricaneMaria zone pls help locate my missing grandma in Bayamón Puerto Rico,Resource Requests,train,True
"@RedCross need bottled water & nonperishable food for 15 seniors in #FloridaKeys, pls DM us",Resource Requests,train,True
"Group of 12 need rescue in #UtahFloods, pls RT & @NDFM help us ASAP, we r at 300 W 100 N in Logan",Resource Requests,train,True
"EMERGENCY HELP NEEDED 4 baby formula & diapers in #HoustonFloods, my 6 wk old son is low on supplies pls",Resource Requests,train,True
"@FEMA pls send medical aid 2 #CaliforniaWildfires, lots of burn victims in need of oxygen tanks & meds",Resource Requests,train,True
"NEED SHELTER ASAP in #NorthCarolinaHurricane zone, 20 of us are stuck in trailer 12345 @RedCross",Resource Requests,train,True
"@NDRF pls assist w/ power generator 4 my grandma's oxygen machine in #KeralaFloods, it's at 12/24 ABC Street",Resource Requests,train,True
"PLZ HELP w/ transport, can anyone w/ 4x4 pickup in #ColoradoFloods give a ride 2 stranded seniors in Georgetown",Resource Requests,train,True
@DisasterRelief need pls help us collect donations 4 the 50 people affected in #CaliforniaEarthquake,Resource Requests,train,True
"@USNavy pls send medical aid 2 #PuertoRicoHurricane, lots of ppl in need of antibiotics & IV fluid @RedCross",Resource Requests,train,True
"PLEASE HELP we r stuck in Kaloor, Ernakulam with 4 kids, no food, water #KeralaFloods @NDRF @RedCross",Resource Requests,train,True
"group of 12 need 2 wheelchairs & oxygen cyls ASAP in Pallikaranai, Chennai #ChennaiFloods @CMOMAH @TamilNaduPolice",Resource Requests,train,True
"just moved 20 elderly ppl 2 a shelter in Mumbai, need blankets, mattresses & medicine #MumbaiFloods @MumbaiPolice @BJP Maharashtra",Resource Requests,train,True
"any1 in Coimbatore hve extra food, water pls let us know we r in urgent need #TamilNaduFloods @NDRF @TamilNaduPolice",Resource Requests,train,True
"its been 3 days since flood hit, our house in Alappuzha need roof repair we r 8 ppl #KeralaFloods @NDRF @KeralaGovernor",Resource Requests,train,True
"pls consider sending medical aid in Odisha, we r running out of meds, esp 4 diabetic ppl #OdishaFloods @NDRF @OdishaGovIn",Resource Requests,train,True
"need help 4 rescue in flood-hit areas of Guwahati, Assam, have 4 families trapped #AssamFloods @NDRF @AssamGovtIn",Resource Requests,train,True
"anyone in Thrissur hve extra diapers pls deliver to us ASAP, we r out of stock #KeralaFloods @RedCross @NDRF",Resource Requests,train,True
"URGENT NEED 4 generators & power banks 2 keep hospital running in Kerala, contact us ASAP #KeralaFloods @NDRF @HealthMinistry",Resource Requests,train,True
"just moved 30 ppl 2 a shelter in Bengaluru, need more food, water, medicine & shelter #BengaluruFloods @KarnatakaGovIn @NDRF",Resource Requests,train,True
URGENT NEED 4 WATER IN KERALA FLOODS! 20 PPL NEED IT 4 SURVIVAL @NDRF @RedCross #KeralaFloods,Resource Requests,train,True
PLEASE HELP @RedCross PROVIDE BASIC MEDICAL AID 2 8 YR OLD GIRL INJURED @ 1551 OAK ST IN TEXAS #DisasterRelief,Resource Requests,train,True
"NEEDED: RESCUE TEAM @ 123 MAIN ST IN HAITI, 10 PPL TRAPPED UNDER DEBRIS #HaitiEarthquake",Resource Requests,train,True
"CARE PACKAGE URGENTLY NEEDED @ 101 MAPLE ST IN OKLAHOMA, 30 SENIOR CITIZENS NEED FOOD & MEDS #TornadoRelief",Resource Requests,train,True
CALL TO ACTION: DELIVER 20 BOTTLES OF O2 2 10 YEAR OLD BOY WITH CYSTIC FIBROSIS @ 456 SPRUCE ST IN CALIFORNIA #DisasterResponse,Resource Requests,train,True
PLEASE SHARE THIS: FAMILY OF 5 NEED TRANSPORT 2 SAFER GROUND @ 789 WILLOW RD IN FLORIDA #HurricaneSeason,Resource Requests,train,True
PLEASE HELP US GET THIS MESSAGE OUT 2 LOCAL RESCUE TEAMS WE NEED EMERGENCY SHELTER & FOOD @ 111 ELM ST IN GEORGIA #TornadoSOS,Resource Requests,train,True
GROUP OF 20 PREGNANT WOMEN NEED MEDICAL CARE & BABY SUPPLIES @ 222 PINE ST IN NORTH CAROLINA #PregnancyInCrisis,Resource Requests,train,True
"NEEDED: GENERATOR TO POWER MEDICAL FACILITY @ 333 OAKWOOD ST IN LOUISIANA, 100 PATIENTS IN NEED #HurricaneHelp",Resource Requests,train,True
"PLEASE HELP we r stuck in 32nd st, mumbai, after 20hr power outage, 12 families need gensets ASAP keralafloods #MumbaiPowerOutage",Resource Requests,train,True
"@RedCross pls send 2day water & food 4 50 people in Kalpetta, Kerala. We r running out of basic necessities keralafloods #KeralaFloodRelief",Resource Requests,train,True
"Group of 12 need rescue frm flooded areas of Alleppey, Kerala. We r stuck in the middle of the floodwaters, pls help keralafloods @NDRF",Resource Requests,train,True
"need medical aid 2day in Chennai, Tamil Nadu. My brother needs oxygen & medicine 2 survive his asthma attack #ChennaiFloods @TamilNaduCM",Resource Requests,train,True
"WE R OK but 20 kids in orphanage r NOT. Send baby food & diapers ASAP 2 Chinchwade, Maharashtra #MumbaiFloods",Resource Requests,train,True
@RedCross help pls! 30 people in my street r stuck after cyclone hit Odisha. We need roof repair materials ASAP #OdishaCyclone,Resource Requests,train,True
"urgent! pls send gensets to 100 families in Bhubaneswar, Odisha. We r facing extreme darkness & cold #OdishaFloods @ChiefSecyOdisha",Resource Requests,train,True
"need rescue frm the rooftop of 123 St George Rd, Mumbai. 5 families r stuck & need immediate help #MumbaiFloods @MumbaiPolice",Resource Requests,train,True
"WE R RUNNING OUT OF FOOD & WATER. Send emergency rations 2 200 people in Papanasam, Tamil Nadu #TamilNaduFloods",Resource Requests,train,True
"@NDRF pls send rescue team 2 our location, 45 families r trapped in flooded areas of Kozhikode #KeralaFloods",Resource Requests,train,True
"PLEASE HELP we r 12 ppl stranded in Kalpetta, Kerala after flood waters rised. Need rescue NOW #KeralaFloods @NDRF @RedCross",Resource Requests,train,True
"NEED BABY SUPPLIES ASAP! We r a group of 4 families in Mumbai with 8 babies & toddlers, out of formula & diapers #MumbaiWeatherAlert",Resource Requests,train,True
@RedCross WE NEED MEDICAL AID! 5 people in our neighborhood in Houston have severe injuries from the hurricane. Plz send help ASAP #HurricaneHelp,Resource Requests,train,True
"GROUP OF 4 NEED FOOD, WATER & SHELTER ASAP! We r 4 families in Chennai with 12 people, including 2 elderly & 1 infant #ChennaiFloods @NGO",Resource Requests,train,True
"URGENT NEED OF POWER GENERATORS! We r a local school in Kathmandu with 500 students & staff, no electricity since earthquake #NepalEarthquake",Resource Requests,train,True
"NEED TRANSPORT 4 10 PEOPLE IN SRI LANKA! Floodwaters are rising, pls send boats 2 help us #SriLankaFloods @Navy",Resource Requests,train,True
"WE R AT KERALEEYE HOSPITAL IN ALUVA, NEED BLOOD DONORS ASAP! We have 20 patients in critical condition due 2 floods #KeralaFloods @NDRF",Resource Requests,train,True
"WHO CAN HELP US WITH SHOWERING FACILITIES? We r 50 ppl in a local shelter in Bangladesh with 10 children, no access 2 clean water #BangladeshFloods @WFP",Resource Requests,train,True
"WHO CAN HELP US WITH MOBILITY AIDS? My grandma needs wheelchair & oxygen in Kerala, but no access due 2 floods #KeralaFloods @RedCross",Resource Requests,train,True
"HELP NEEDED @NDRF pls assist group of 12 stuck in delhi water logged colonies, kids 8 & 6 both feverish #DelhiFloods",Resource Requests,train,True
"URGENT @RedCross need medical aid @streetlight hospital in pattaya, doctor on site for 10 critical patients, pls send ASAP #PattayaFloods",Resource Requests,train,True
"PLEASE SHARE @keralafoodbank we need 500 units of clean blood in ernakulam, pls donate NOW #KeralaFloods",Resource Requests,train,True
"CAMP KRIPAL, SALT LAKE, NEED POWER GENERATOR ASAP, 20 kids w/ critical medical conditions, pls help #BengalFloods",Resource Requests,train,True
"IF ANYONE HAS GENERATORS, PLEASE DM @btsarmy WE NEED THEM @golden gate hawaii, 12 families lost power, pls help #HawaiiFloods",Resource Requests,train,True
"PLEA FOR CLOTHES @thiruvananthapuram kids here r in need of warm clothing, pls donate at kerala relief center #KeralFloods",Resource Requests,train,True
"EMERGENCY CALLING ALL GOOD SAMARITANS IN MUMBAI, NEED 100 LITRES WATER @malad west, pls send now #MumbaiFloods",Resource Requests,train,True
"@keralarescue pls coordinate 4 a transport service from trivandrum to ernakulam, 20 people in need #KeralaFloods",Resource Requests,train,True
"URGENT @society4help pls send us baby supplies @calicut medical college, 5 critical births expected tonight #KeralFloods",Resource Requests,train,True
"GROUP OF 30 NEED SHELTER AT HYDERABAD, SIRISEELA, pls arrange NOW, kids 2 & 4 w/ medical conditions #TelanganaFloods",Resource Requests,train,True
"PLEASE HELP! 20 stranded in pandanadu, water & food scarce for 36hrs, near health centre on pandanadu terrace #keralaFloods @RedCross @NDRF",Resource Requests,train,True
"group of 12 need oxygen & medicine, ages 5-65, severe respiratory issues, near chalakudy bridge, pls send ASAP #disasterrelief #keralaFloods @ERNAKULAMDO",Resource Requests,train,True
"KOTTAYAM: 50 ppl stranded, 10 critically ill, need immediate ambulance service to kottayam general hospital, pls contact @NDRF #keralaFloods",Resource Requests,train,True
"plz retweet & share contact 9847373747 for ppl stranded in ernakulam, needing shelter & food, pls send assistance ASAP #keralafloodrelief",Resource Requests,train,True
"urgent: 3 families in kochi require baby essentials, diapers, formula, milk powder, pls donate to @cmdrf or @redcross #keralaFloods",Resource Requests,train,True
"we need u @RedCross send emergency food & water to puthukkudy village, 1.5 km from kannur bus stand, ASAP pls #keralafloods",Resource Requests,train,True
"urgent rescue req in malappuram: 10 ppl trapped on top of 10-storey building on 11/6, near kannur bus stand, pls send help ASAP #keralaFloods",Resource Requests,train,True
"PLEASE HELP 100+ ppl in kannur stranded in a flooded church, no food, water, medical aid, pls send assistance ASAP #keralaFloods",Resource Requests,train,True
"plz donate for kerala relief efforts, its critical we receive funds ASAP to rebuild & restore, use link below or @paypal #KeralaFloods",Resource Requests,train,True
"group of 15 ppl, ages 10-60, need immediate medical aid & shelter, pls contact 8086889898 for help near thiruvalla #keralafloodrelief",Resource Requests,train,True
URGENT NEED IN KATHMANDU please send more medical supplies our hospital is at capacity with wounded ppl #NepalEarthquake @RedCross @NDRF,Resource Requests,train,True
"PLZ HELP! 12 family members trapped in basement of 15th street, Sector 12, Noida - need rescue team ASAP! #UttarPradeshFloods @NDMA",Resource Requests,train,True
PLEASE HELP! our shelter for elderly & kids in Thane is running out of food & water - please donate ASAP! 250 ppl depend on us #MumbaiRains @ReliefHub,Resource Requests,train,True
GROUP OF 12 NEED HELP - our bus got stuck in waist deep water in Kozhikode - need a tractor to pull us out! #KeralaFloods @KSRTC,Resource Requests,train,True
NEED BABY SUPPLIES - 20 newborns in shelter in Odisha need diapers & formula - pls donate ASAP! #CycloneFani @UNICEF,Resource Requests,train,True
CALLING ALL DRIVERS - we need transport to rescue 50 ppl stranded in Guwahati - please come help! #AssamFloods @NHAI,Resource Requests,train,True
URGENT MEDICAL AID NEEDED - 20 ppl in Delhi shelter have severe injuries - need 1st aid kits & ambulance ASAP! #DelhiFloods @AIIMS,Resource Requests,train,True
NEED POWER SUPPLIES - 15 houses in Chandigarh lost power in storm - need generators ASAP! #HimachalFloods @PSEB,Resource Requests,train,True
PLEASE PROVIDE SHELTER - 30 ppl in Chennai are living under a tree - need tents & bedding ASAP! #TamilNaduFloods @ChennaiCollector,Resource Requests,train,True
WE NEED A DOCTOR - our camp in Srinagar has 20 ppl with serious medical conditions - need a doctor ASAP! #JammuKashmirFloods @AIIMS,Resource Requests,train,True
"NEED HELP ASAP! 12 ppl stranded in Kerala, India, no food or water in Kozhikode, need emergency supplies! #KeralaFloods @NDRF",Resource Requests,train,True
"URGENT WE NEED MEDICAL SUPPLIES, DOCTORS & NURSES 2 HELP 20 PEOPLE INJURED IN OKLAHOMA TORNADO @AmericanRedCross @OKC_EMD",Resource Requests,train,True
"PLEASE HELP GROUP OF 12 NEED FOOD, WATER, & SHELTER IN NEW ORLEANS, LA, AFTER HURRICANE LARRY @FEMA @RedCrossNOLA",Resource Requests,train,True
"NEBBIAVALLE, ITALY NEEDS WATER & SANITATION SUPPLIES FOR 10 FAMILIES, 30 CHILDREN UNDER 5 YEARS OLD #ItalyFloods @CroceRossa @NDRF",Resource Requests,train,True
"CALLING ALL DRIVERS NEED 4X4 VEHICLES 2 RESCUE 50 PEOPLE STRANDED IN WILKINSON CO, IOWA AFTER TORNADO @IAEmergencyMgmt @RedCross",Resource Requests,train,True
"HARVEY, TX - 25 PPL NEED BABY SUPPLIES, DIAPERS & FORMULA @RedCross @HarrisCountyEM",Resource Requests,train,True
"PLEASE HELP US IN CAGLIARI, SARDINIA, NEED POWER GENERATORS & CHARGERS FOR 100 FAMILIES AFTER EARTHQUAKE #ItalyEarthquake @ISACOORD @NDRF",Resource Requests,train,True
"WE NEED RESCUE TEAMS 2 HELP 10 CHILDREN TRAPPED UNDER DEBRIS IN SANTA MONICA, CA #SantaMonicaDisaster @SantaMonicaFire @LosAngelesFD",Resource Requests,train,True
"URGENT: WE NEED FOOD & WATER FOR 100 SHELTER RESIDENTS IN MIAMI, FL, AFTER HURRICANE ISABEL @DadeCountyEM @RedCrossMiami",Resource Requests,train,True
"NEED HELP IN KOTA KINABALU, MALAYSIA - 20 PPL NEED MEDICAL AID, DOCTORS & NURSES 2 TREAT INJURIES CAUSED BY FLOODING #MalaysiaFloods @MA63 @WHO",Resource Requests,train,True
"PLEASE HELP WE NEED WATER ASAP in Lower Parel, Mumbai! We r 30 & need min 500 bottles plz #MumbaiFloods @NDRF",Resource Requests,train,True
Kerala floods update - 50 ppl stranded in Kozhikode need FOOD & shelter NOW! #KeralaFloods @FoodForThoughtNGO,Resource Requests,train,True
"EMERGENCY in Kurla, Mumbai! Group of 12 need POWER generators & medical aid pls #KurlaCrisis @NMC_Naidu",Resource Requests,train,True
@RedCross pls provide medical supplies & aid to our village in Wayanad! We r 200 & need help ASAP #WayanadDisaster,Resource Requests,train,True
"HELP pls! Family of 5 in Chennai needs baby supplies, diapers & milk powder ASAP! #ChennaiRains @CuddlesBabyCare",Resource Requests,train,True
"WE R STRANDED IN KANDIVALI, MUMBAI! Need RESCUE team to help us, pls DM #KandivalliRescue @MumbaiRescue",Resource Requests,train,True
"NEED TRANSPORT help in Thane! 20 ppl stuck in flooded areas, can someone pls help? #ThaneFloods @OlaCabs",Resource Requests,train,True
PLEASE HELP US! 10 families in Nagapattinam need shelter & food ASAP! #NagapattinamCrisis @TamilNaduGovIn,Resource Requests,train,True
ITS BEEN 3 DAYS & WE HAVE NO WATER IN PALGHAR! Need bottles & generators pls! #PalgharCrisis #MaharashtraFloods @MaharashtraCM,Resource Requests,train,True
GROUP OF 5 NEED MEDICAL AID IN VADODARA! Doctor & nurse on standby pls! #VadodaraEmergency @IndianRedCross,Resource Requests,train,True
PLEASE HELP my 10 yr old son in KERALA FLOODS our house in Thrissur is flooded #KeralaFloods @NDRF,Resource Requests,train,True
"GROUP OF 12 NEED RESCUE in #HurricaneHelp area in Tampa, FL, ppl stuck @RedCross @FEMA",Resource Requests,train,True
"URGENT NEED FOR WATER & FOOD in Srinagar, Kashmir, 500 ppl stranded pls donate @UNICEFIndia @NDMA",Resource Requests,train,True
PLZ HELP US my pregnant wife is having trouble breathing in Houston after #HurricaneHarvey @RedCross @HHS,Resource Requests,train,True
"NEED SAFE SHELTER for 20 families in #PuertoRicoHurricane aftermath, kids & elderly @NDRF @USACE",Resource Requests,train,True
"PLEASE SEND MEDICINE for my 3 yr old daughter in Kerala, she needs antibiotics ASAP #KeralaFloods @WHO",Resource Requests,train,True
"GROUP OF 12 PEOPLE NEED RESCUE in #HurricaneMaria aftermath, in San Juan, PR, ppl stuck @NDRF @RedCross",Resource Requests,train,True
"URGENT NEED FOR GENERATORS in Srinagar, Kashmir, many ppl without power @NDMA @PowerGridIndia",Resource Requests,train,True
"NEED BABY SUPPLIES in #NepalEarthquake aftermath, 100 kids in need in Kathmandu @UNICEF @RedCross",Resource Requests,train,True
"PLEASE DONATE for medical aid in #PhilippinesTyphoon aftermath, many ppl wounded @WHO @NDRF",Resource Requests,train,True
"PLEASE HELP! group of 12 need food water & shelter in katrina dev zone, lafayette st, new orleans, pls DM @RedCross #HurricaneHelp",Resource Requests,train,True
"URGENT: need rescue team @NDRF ASAP in old town, kolkata, 50 ppl stuck, many injured #KolkataFloods",Resource Requests,train,True
"group of friends stuck on gulf shore blvd, miami, need transport 2 evacuation center, pls help @FEMA #HurricaneRelief",Resource Requests,train,True
"urgent medical supply needed in chennai, tamil nadu, pls donate @Medlife #ChennaiFloods",Resource Requests,train,True
"NEED WATER ASAP! 20 ppl stranded in kutia st, mumbai, pls help @MumbaiPolice #MumbaiFloods",Resource Requests,train,True
"@NDRF pls help 10 fams in kerala, need shelter food & clothes, contact us @9446891234 #KeralaFloods",Resource Requests,train,True
"URGENT: need power generator 4 hospital in st martin, caribbean, 200 patients need electricity #HurricaneHelp",Resource Requests,train,True
"baby supplies needed in puerto rico, pls donate diapers formula & meds @SalvationArmy #PuertoRicoRelief",Resource Requests,train,True
"PLEASE HELP! group of 5 ppl need rescue in old fort area, kolkata, stuck in water @NDRF #KolkataFloods",Resource Requests,train,True
"need transport 4 group of 15 seniors in west palm beach, pls help @FEMA #HurricaneRelief",Resource Requests,train,True
PLEASE HELP WE R ON 5TH FLOOR BUILDING BLDG NO 12 JLN ST IN DELHI NEED RESCUE ASAP #DelhiFloods @NDRF @RedCross,Resource Requests,train,True
GROUP OF 12 NEED 4 COTS & BLANKETS 2 HELP 8 FAMILIES DISPLACED BY KERALA FLOODS #KeralaFloods,Resource Requests,train,True
NEED BLOOD DONORS FOR 7 YR OLD LAVANYA WITH LIVER FAILURE IN KOLKATA CAN U HELP? @NACO @RedCross,Resource Requests,train,True
URGENT NEED 500 KGS OF RICE & DAAL 4 200 FAMILIES IN FLOOD HIT RAJASTHAN #RajasthanFloods @FoodBank @NGO,Resource Requests,train,True
PLZ HELP WE R IN NEED OF 10 PAILS OF CLEAN WATER 4 50 PEOPLE IN MUMBAI @CocaCola @WaterAid,Resource Requests,train,True
URGENT NEED MEDICAL SUPPLIES 4 15 FAMILIES IN ANDAMAN & NICOBAR ISLANDS AFTER CYCLONE #AndamanCyclone @AIIMS,Resource Requests,train,True
NEED 20 BOTTLES OF O2 4 3 BABIES WITH RESPIRATORY ISSUES IN GUWAHATI CAN U HELP? @ICMR @AIIMS,Resource Requests,train,True
WE R IN NEED OF GENERATORS 4 15 HOUSEHOLDS IN FLOOD HIT UTTAR PRADESH #UttarPradeshFloods @Luminous @Crompton,Resource Requests,train,True
